Name,Type,RA,Dec,Const
IC0478,G,07:53:41.57,+26:29:33.7,Gem
IC0479,G,07:54:22.22,+27:00:31.8,Gem
IC0480,G,07:55:23.19,+26:44:36.0,Gem
IC0481,G,07:59:02.86,+24:09:38.3,Gem
IC0482,G,07:59:47.28,+25:21:25.1,Gem
IC0483,**,07:59:52.38,+25:55:31.2,Gem
IC0484,G,08:00:01.06,+26:39:57.1,Gem
IC0485,G,08:00:19.77,+26:42:05.2,Gem
IC0486,G,08:00:20.98,+26:36:48.7,Gem
IC0487,Dup,07:59:07.14,-00:38:16.5,Mon
IC0488,Other,08:00:49.51,+25:54:06.7,Cnc
IC0489,*,08:01:37.74,+25:59:47.0,Cnc
IC0490,G,08:03:20.12,+25:48:41.1,Cnc
IC0491,G,08:03:55.00,+26:31:14.2,Cnc
IC0492,G,08:05:38.66,+26:10:05.5,Cnc
IC0493,G,08:07:27.59,+25:08:02.5,Cnc
IC0494,G,08:06:24.12,+01:02:09.8,CMi
IC0495,G,08:08:19.42,+09:00:50.0,Cnc
IC0496,G,08:09:44.16,+25:52:53.8,Cnc
IC0497,G,08:10:06.07,+24:55:19.5,Cnc
IC0498,G,08:09:30.27,+05:16:50.5,CMi
IC0499,G,08:45:17.30,+85:44:24.1,Cam
IC0500,G,08:12:39.60,-16:03:02.9,Pup
IC0501,G,08:18:47.59,+24:32:14.7,Cnc
IC0502,G,08:22:03.61,+08:45:09.4,Cnc
IC0503,G,08:22:10.68,+03:16:05.0,Hya
IC0504,G,08:22:41.20,+04:15:44.7,Hya
IC0505,G,08:23:21.67,+04:22:20.9,Hya
IC0506,G,08:23:30.73,+04:17:58.2,Hya
IC0507,Dup,08:25:02.00,-00:35:29.0,Hya
IC0508,G,08:28:22.31,+25:07:29.0,Cnc
IC0509,G,08:32:03.50,+24:00:39.3,Cnc
IC0510,GPair,08:32:10.60,-02:09:44.0,Hya
IC0510 NED01,G,08:32:10.19,-02:09:43.6,Hya
IC0510 NED02,G,08:32:10.93,-02:09:44.6,Hya
IC0511,G,08:40:50.45,+73:29:12.0,Cam
IC0512,G,09:03:49.83,+85:30:06.1,Cam
IC0513,G,08:33:05.06,-12:21:20.0,Hya
IC0514,G,08:35:22.28,-02:02:49.4,Hya
IC0515,G,08:35:31.29,-01:54:04.0,Hya
IC0516,G,08:35:50.77,-01:52:16.4,Hya
IC0517,G,08:36:22.10,-02:03:20.0,Hya
IC0518,Other,08:36:06.95,+00:41:33.3,Hya
IC0519,G,08:40:34.41,+02:36:40.8,Hya
IC0520,G,08:53:42.26,+73:29:27.4,Cam
IC0521,G,08:46:43.96,+02:32:14.7,Hya
IC0522,G,08:54:34.91,+57:10:00.2,UMa
IC0523,G,08:53:11.32,+09:08:53.4,Cnc
IC0524,G,08:58:12.83,-19:11:30.9,Hya
IC0525,G,09:01:22.47,-01:51:14.3,Hya
IC0526,G,09:02:40.78,+10:50:29.9,Cnc
IC0527,G,09:09:41.78,+37:36:05.7,Lyn
IC0528,G,09:09:22.55,+15:47:46.2,Cnc
IC0529,G,09:18:32.80,+73:45:33.6,Cam
IC0530,G,09:15:16.97,+11:53:08.5,Cnc
IC0531,G,09:17:50.81,-00:16:42.5,Hya
IC0532,Other,09:19:03.76,-16:45:17.8,Hya
IC0533,G,09:20:23.40,-03:59:31.3,Hya
IC0534,G,09:21:15.45,+03:09:04.1,Hya
IC0535,G,09:22:16.22,-01:02:25.2,Hya
IC0536,G,09:24:40.10,+25:06:36.7,Leo
IC0537,G,09:25:22.61,-12:23:30.4,Hya
IC0538,Dup,09:27:18.51,+23:01:12.4,Leo
IC0539,G,09:29:08.24,-02:32:56.9,Hya
IC0540,G,09:30:10.33,+07:54:09.9,Leo
IC0541,Other,09:30:30.79,-04:15:13.2,Hya
IC0542,G,09:31:06.22,-13:10:52.9,Hya
IC0543,Other,09:31:09.10,-14:46:21.0,Hya
IC0544,G,09:35:53.38,+24:53:41.5,Leo
IC0545,G,09:36:05.36,+24:56:56.2,Leo
IC0546,G,09:34:50.24,-16:23:03.9,Hya
IC0547,Dup,09:36:05.79,-12:26:12.2,Hya
IC0548,G,09:38:19.30,+09:26:45.5,Leo
IC0549,G,09:40:43.23,+03:57:35.1,Hya
IC0550,G,09:40:28.58,-06:56:45.8,Hya
IC0551,G,09:41:00.11,+06:56:09.9,Leo
IC0552,G,09:41:16.57,+10:38:49.2,Leo
IC0553,G,09:40:45.13,-05:26:07.3,Hya
IC0554,G,09:41:56.89,+12:17:46.6,Leo
IC0555,Dup,09:41:56.89,+12:17:46.6,Leo
IC0556,Dup,09:43:40.38,+11:03:39.1,Leo
IC0557,G,09:44:02.40,+10:59:17.2,Leo
IC0558,G,09:45:00.35,+29:27:08.3,Leo
IC0559,G,09:44:43.89,+09:36:54.0,Leo
IC0560,G,09:45:53.44,-00:16:05.9,Sex
IC0561,G,09:45:58.81,+03:08:42.7,Sex
IC0562,G,09:46:03.90,-03:58:16.2,Sex
IC0563,G,09:46:20.35,+03:02:44.1,Sex
IC0564,G,09:46:21.08,+03:04:16.9,Sex
IC0565,GPair,09:47:50.76,+15:51:09.2,Leo
IC0565 NED01,G,09:47:49.67,+15:51:07.3,Leo
IC0565 NED02,G,09:47:50.53,+15:51:06.8,Leo
IC0566,G,09:49:56.39,-00:13:52.9,Sex
IC0567,*,09:50:33.78,+12:47:05.0,Leo
IC0568,G,09:51:08.33,+15:43:49.6,Leo
IC0569,G,09:51:28.15,+10:55:12.2,Leo
IC0570,G,09:51:50.98,+15:45:20.7,Leo
IC0571,G,09:52:31.57,+15:46:31.6,Leo
IC0572,G,09:52:32.81,+15:49:36.7,Leo
IC0573,Dup,09:53:36.17,-12:28:55.6,Hya
IC0574,G,09:54:27.03,-06:57:12.2,Sex
IC0575,G,09:54:32.93,-06:51:27.2,Sex
IC0576,G,09:55:07.04,+11:02:22.4,Leo
IC0577,G,09:56:03.97,+10:29:55.9,Leo
IC0578,G,09:56:16.15,+10:29:09.9,Leo
IC0579,G,09:56:39.42,-13:46:29.6,Hya
IC0580,Dup,09:57:56.70,+10:25:56.8,Leo
IC0581,G,09:58:11.58,+15:56:49.1,Leo
IC0582,G,09:59:00.23,+17:49:01.7,Leo
IC0583,G,09:59:05.08,+17:49:17.2,Leo
IC0584,G,09:59:05.13,+10:21:40.1,Leo
IC0585,G,09:59:44.12,+12:59:18.9,Leo
IC0586,G,09:59:50.30,-06:55:22.2,Sex
IC0587,G,10:03:05.17,-02:24:00.1,Sex
IC0588,G,10:02:07.04,+03:03:27.7,Sex
IC0589,G,10:04:23.90,-05:40:44.1,Sex
IC0590,GPair,10:05:50.23,+00:37:58.6,Sex
IC0590 NED01,G,10:05:49.83,+00:38:00.1,Sex
IC0590 NED02,G,10:05:50.67,+00:37:54.5,Sex
IC0591,G,10:07:27.69,+12:16:28.2,Leo
IC0592,G,10:07:58.75,-02:29:50.1,Sex
IC0593,G,10:08:18.01,-02:31:36.5,Sex
IC0594,G,10:08:32.00,-00:40:00.7,Sex
IC0595,G,10:09:38.12,+11:00:00.9,Leo
IC0596,G,10:10:31.35,+10:02:32.6,Leo
IC0597,G,10:10:11.96,-06:53:57.3,Sex
IC0598,G,10:12:48.57,+43:08:43.9,UMa
IC0599,G,10:13:12.51,-05:37:44.4,Sex
IC0600,G,10:17:10.91,-03:29:52.0,Sex
IC0601,G,10:18:15.29,+07:02:19.8,Leo
IC0602,G,10:18:19.73,+07:02:57.5,Leo
IC0603,G,10:19:25.05,-05:39:22.2,Sex
IC0604,Dup,10:23:44.66,+57:01:36.7,UMa
IC0605,G,10:22:24.13,+01:11:53.7,Sex
IC0606,Dup,10:23:32.62,+10:57:35.0,Leo
IC0607,G,10:24:08.58,+16:44:30.8,Leo
IC0608,G,10:24:21.13,-06:02:21.5,Sex
IC0609,G,10:25:35.43,-02:12:54.8,Sex
IC0610,G,10:26:28.37,+20:13:41.5,Leo
IC0611,Dup,10:26:28.37,+20:13:41.5,Leo
IC0612,G,10:27:05.86,+11:03:17.6,Leo
IC0613,G,10:27:07.79,+11:00:38.6,Leo
IC0614,G,10:26:51.85,-03:27:53.1,Sex
IC0615,G,10:27:21.98,+11:04:47.9,Leo
IC0616,G,10:32:47.56,+15:51:39.0,Leo
IC0617,Dup,10:32:43.81,-12:38:14.3,Hya
IC0618,Dup,10:32:45.40,-12:43:02.7,Hya
IC0619,G,10:33:49.98,+12:52:42.1,Leo
IC0620,G,10:33:33.43,+11:52:17.0,Leo
IC0621,G,10:33:21.04,+02:36:58.1,Sex
IC0622,Dup,10:34:42.80,+11:11:50.4,Leo
IC0623,G,10:35:21.01,+03:33:30.2,Sex
IC0624,G,10:36:15.18,-08:20:02.2,Sex
IC0625,G,10:42:38.05,-23:56:08.2,Hya
IC0626,G,10:36:57.10,-07:01:25.9,Sex
IC0627,G,10:37:19.89,-03:21:28.1,Sex
IC0628,G,10:37:36.19,+05:36:13.3,Sex
IC0629,Dup,10:37:02.52,-27:33:54.2,Hya
IC0630,G,10:38:33.61,-07:10:13.9,Sex
IC0631,G,10:38:58.90,-07:03:08.6,Sex
IC0632,G,10:39:11.79,-00:24:34.1,Sex
IC0633,G,10:39:24.38,-00:23:21.5,Sex
IC0634,G,10:40:54.89,+05:59:30.6,Sex
IC0635,G,10:41:45.30,+15:38:36.0,Leo
IC0636,G,10:41:50.59,+04:19:50.8,Sex
IC0637,G,10:42:21.92,+15:21:34.6,Leo
IC0638,G,10:43:47.98,+15:53:42.5,Leo
IC0639,G,10:45:52.02,+16:55:49.6,Leo
IC0640,Other,10:46:50.45,+34:46:03.5,LMi
IC0641,Other,10:47:49.41,+34:40:22.2,LMi
IC0642,G,10:48:08.13,+18:11:19.3,Leo
IC0643,G,10:49:27.18,+12:12:03.6,Leo
IC0644,Dup,10:51:31.43,+55:23:27.5,UMa
IC0645,G,10:50:09.35,-06:02:34.4,Sex
IC0646,G,10:51:35.18,+55:27:57.0,UMa
IC0647,G,10:50:34.49,-12:51:17.3,Hya
IC0648,G,10:51:00.32,+12:17:14.6,Leo
IC0649,GPair,10:50:52.20,+01:09:50.0,Sex
IC0649 NED01,G,10:50:52.09,+01:09:55.2,Sex
IC0649 NED02,G,10:50:52.20,+01:09:42.0,Sex
IC0650,G,10:50:40.55,-13:26:31.4,Hya
IC0651,G,10:50:58.41,-02:09:01.3,Sex
IC0652,Dup,10:50:57.63,-12:26:54.7,Hya
IC0653,G,10:52:06.78,-00:33:38.8,Leo
IC0654,G,10:53:50.39,-11:43:32.1,Crt
IC0655,G,10:54:22.24,-00:21:53.9,Leo
IC0656,Other,10:55:08.14,+17:36:46.4,Leo
IC0657,G,10:57:53.57,-04:54:17.8,Leo
IC0658,G,10:58:16.26,+08:14:30.0,Leo
IC0659,G,10:58:03.86,-06:15:37.9,Leo
IC0660,G,10:58:26.66,+01:22:58.5,Leo
IC0661,G,10:58:51.50,+01:39:02.3,Leo
IC0662,G,10:59:20.55,+01:35:55.8,Leo
IC0663,G,11:00:37.27,+10:26:13.9,Leo
IC0664,G,11:00:45.35,+10:33:11.0,Leo
IC0665,G,11:00:29.93,-13:52:00.5,Crt
IC0666,G,11:01:14.81,+10:28:52.0,Leo
IC0667,G,11:06:36.55,+15:05:19.4,Leo
IC0668,G,11:06:39.56,+15:02:27.3,Leo
IC0669,G,11:07:16.57,+06:18:08.9,Leo
IC0670,G,11:07:28.81,+06:42:51.3,Leo
IC0671,G,11:07:31.60,+00:46:59.2,Leo
IC0672,G,11:08:03.23,-12:29:03.0,Crt
IC0673,G,11:09:25.31,-00:05:51.8,Leo
IC0674,G,11:11:06.36,+43:37:58.8,UMa
IC0675,**,11:10:57.36,+03:35:39.2,Leo
IC0676,G,11:12:39.82,+09:03:21.0,Leo
IC0677,G,11:13:56.50,+12:18:03.9,Leo
IC0678,G,11:14:06.38,+06:34:37.9,Leo
IC0679,G,11:16:36.61,-13:58:19.5,Crt
IC0680,G,11:17:54.70,-01:56:47.2,Leo
IC0681,G,11:18:31.93,-12:08:24.8,Crt
IC0682,Dup,11:22:14.74,+20:12:30.7,Leo
IC0683,G,11:21:31.78,+02:45:06.5,Leo
IC0684,Dup,11:21:32.87,+02:48:37.6,Leo
IC0685,G,11:22:06.52,+17:45:12.3,Leo
IC0686,G,11:23:05.27,+05:38:40.8,Leo
IC0687,G,11:24:17.33,+47:50:51.1,UMa
IC0688,G,11:23:40.24,-09:47:44.0,Crt
IC0689,Dup,11:23:38.43,-13:49:52.0,Crt
IC0690,G,11:24:20.61,-08:20:31.1,Crt
IC0691,G,11:26:44.32,+59:09:19.5,UMa
IC0692,G,11:25:53.47,+09:59:15.0,Leo
IC0693,G,11:26:48.62,-05:00:14.4,Leo
IC0694,G,11:28:27.30,+58:34:42.5,UMa
IC0695,G,11:27:58.29,-11:42:55.2,Crt
IC0696,G,11:28:39.92,+09:05:55.3,Leo
IC0697,G,11:28:34.45,-01:37:46.5,Leo
IC0698,G,11:29:03.84,+09:06:43.4,Leo
IC0699,G,11:29:06.49,+08:59:18.9,Leo
IC0700,GGroup,11:29:15.48,+20:35:05.7,Leo
IC0700 NED01,G,11:29:14.16,+20:34:52.0,Leo
IC0700 NED02,G,11:29:15.30,+20:34:59.4,Leo
IC0700 NED03,G,11:29:16.36,+20:35:11.7,Leo
IC0700 NED04,G,11:29:16.70,+20:35:16.3,Leo
IC0701,G,11:31:00.68,+20:28:08.2,Leo
IC0702,G,11:30:54.71,-04:55:19.2,Leo
IC0703,Dup,11:30:04.65,-11:32:46.8,Crt
IC0704,Dup,11:30:11.56,-11:32:36.6,Crt
IC0705,G,11:32:56.35,+50:14:30.7,UMa
IC0706,G,11:33:12.62,-13:20:17.0,Crt
IC0707,G,11:33:44.64,+21:22:48.2,Leo
IC0708,G,11:33:59.22,+49:03:43.4,UMa
IC0709,G,11:34:14.54,+49:02:35.4,UMa
IC0710,G,11:34:27.41,+25:52:35.3,Leo
IC0711,G,11:34:46.56,+48:57:22.0,UMa
IC0712,G,11:34:49.31,+49:04:39.7,UMa
IC0713,*,11:34:44.22,+16:50:48.8,Leo
IC0714,Dup,11:36:30.19,-09:50:48.1,Crt
IC0715,GPair,11:36:54.63,-08:22:38.6,Crt
IC0715NW,G,11:36:54.21,-08:22:32.9,Crt
IC0715SE,G,11:36:54.94,-08:22:43.4,Crt
IC0716,G,11:39:03.33,-00:12:21.6,Vir
IC0717,Dup,11:38:51.05,-10:35:01.5,Crt
IC0718,G,11:39:52.77,+08:52:28.3,Vir
IC0719,G,11:40:18.51,+09:00:35.6,Vir
IC0720,GPair,11:42:22.30,+08:46:04.0,Vir
IC0720 NED01,G,11:42:22.30,+08:45:55.7,Vir
IC0720 NED02,G,11:42:22.34,+08:46:11.5,Vir
IC0721,G,11:42:28.88,-08:20:25.2,Crt
IC0722,G,11:42:43.76,+08:58:27.2,Vir
IC0723,G,11:42:57.60,-08:19:57.0,Crt
IC0724,G,11:43:34.67,+08:56:32.9,Vir
IC0725,G,11:43:29.34,-01:40:04.7,Vir
IC0726,G,11:43:45.30,+33:23:31.0,UMa
IC0727,G,11:44:28.60,+10:47:01.7,Leo
IC0728,G,11:44:50.47,-01:36:04.8,Vir
IC0729,G,11:45:18.32,+33:20:08.9,UMa
IC0730,Dup,11:45:35.25,+03:13:54.6,Vir
IC0731,G,11:45:18.08,+49:34:13.5,UMa
IC0732,GPair,11:45:59.60,+20:26:34.0,Leo
IC0732N,G,11:45:59.43,+20:26:49.3,Leo
IC0732S,G,11:45:59.87,+20:26:20.1,Leo
IC0733,G,11:45:58.56,-08:09:21.0,Crt
IC0734,GPair,11:46:03.80,-08:16:04.0,Crt
IC0734 NED01,G,11:46:03.75,-08:16:15.7,Crt
IC0734 NED02,G,11:46:03.88,-08:15:53.9,Crt
IC0735,G,11:48:12.80,+13:12:33.8,Leo
IC0736,G,11:48:20.12,+12:42:59.7,Leo
IC0737,G,11:48:27.52,+12:43:38.6,Leo
IC0738,G,11:48:54.87,-04:40:55.0,Vir
IC0739,G,11:51:31.29,+23:51:46.3,Leo
IC0740,Dup,11:50:38.94,+55:21:13.9,UMa
IC0741,G,11:50:31.77,-04:50:09.2,Vir
IC0742,G,11:51:02.25,+20:47:59.0,Leo
IC0743,G,11:53:22.26,-13:15:53.5,Crt
IC0744,G,11:54:04.75,+23:11:32.0,Leo
IC0745,G,11:54:12.27,+00:08:11.9,Vir
IC0746,G,11:55:35.13,+25:53:22.0,Leo
IC0747,G,11:57:04.90,-08:17:32.4,Vir
IC0748,G,11:57:26.71,+07:27:39.4,Vir
IC0749,G,11:58:34.05,+42:44:02.5,UMa
IC0750,G,11:58:52.20,+42:43:20.9,UMa
IC0751,G,11:58:52.60,+42:34:13.2,UMa
IC0752,G,11:59:15.00,+42:34:00.6,UMa
IC0753,G,11:59:12.88,-00:31:25.8,Vir
IC0754,G,11:59:23.55,-01:39:16.3,Vir
IC0755,Dup,12:01:10.42,+14:06:15.5,Com
IC0756,G,12:02:57.81,+04:50:45.1,Vir
IC0757,Dup,12:04:00.78,+52:35:17.8,UMa
IC0758,G,12:04:11.88,+62:30:19.3,UMa
IC0759,Other,12:05:09.33,+20:15:36.0,Com
IC0760,G,12:05:53.51,-29:17:31.5,Hya
IC0761,G,12:05:53.70,-12:40:24.0,Crv
IC0762,G,12:08:11.96,+25:45:25.7,Com
IC0763,G,12:08:15.31,+25:48:41.4,Com
IC0764,G,12:10:14.19,-29:44:12.5,Hya
IC0765,Other,12:10:30.97,+16:08:06.7,Com
IC0766,G,12:10:53.60,-12:39:18.9,Crv
IC0767,G,12:11:02.73,+12:06:14.4,Vir
IC0768,G,12:11:47.62,+12:08:37.4,Vir
IC0769,G,12:12:32.33,+12:07:25.7,Vir
IC0770,G,12:13:02.33,-04:33:12.1,Vir
IC0771,G,12:15:13.24,+13:11:04.3,Vir
IC0772,G,12:15:15.89,+23:57:29.4,Com
IC0773,G,12:18:08.09,+06:08:22.4,Vir
IC0774,G,12:18:51.26,-06:45:59.6,Vir
IC0775,G,12:18:53.67,+12:54:45.6,Vir
IC0776,G,12:19:02.90,+08:51:22.0,Vir
IC0777,G,12:19:23.76,+28:18:35.8,Com
IC0778,Dup,12:14:22.05,+56:00:41.2,UMa
IC0779,G,12:19:38.73,+29:52:59.5,Com
IC0780,G,12:19:58.38,+25:46:18.1,Com
IC0781,G,12:20:03.30,+14:57:41.5,Com
IC0782,G,12:21:36.97,+05:45:56.7,Vir
IC0783,G,12:21:38.79,+15:44:42.4,Com
IC0784,G,12:22:30.05,-04:39:09.7,Vir
IC0785,G,12:23:02.08,-13:13:25.1,Crv
IC0786,G,12:23:10.95,-13:12:16.8,Crv
IC0787,G,12:25:25.12,+16:07:27.1,Com
IC0788,Dup,12:26:07.15,+16:10:51.6,Com
IC0789,G,12:26:20.52,+07:27:36.6,Vir
IC0790,Dup,12:26:35.50,+09:02:07.7,Vir
IC0791,G,12:26:59.48,+22:38:22.5,Com
IC0792,G,12:27:08.77,+16:19:31.4,Com
IC0793,Dup,12:28:15.93,+09:26:10.3,Vir
IC0794,G,12:28:08.61,+12:05:35.9,Vir
IC0795,G,12:28:31.34,+23:18:17.8,Com
IC0796,G,12:29:26.35,+16:24:17.2,Com
IC0797,G,12:31:54.76,+15:07:26.2,Com
IC0798,G,12:32:33.41,+15:24:55.4,Com
IC0799,Dup,12:33:49.90,-07:22:32.0,Vir
IC0800,G,12:33:56.66,+15:21:17.4,Com
IC0801,G,12:33:44.95,+52:15:17.3,CVn
IC0802,*,12:35:57.63,+74:18:04.8,Dra
IC0803,GGroup,12:39:37.01,+16:35:16.9,Com
IC0803 NED01,G,12:39:35.86,+16:35:16.2,Com
IC0803 NED02,G,12:39:37.51,+16:35:18.7,Com
IC0804,G,12:41:15.97,-05:00:32.8,Vir
IC0805,Dup,12:41:25.45,+13:43:46.3,Com
IC0806,G,12:42:08.43,-17:20:57.7,Crv
IC0807,G,12:42:12.49,-17:24:12.8,Crv
IC0808,Other,12:41:54.55,+19:55:55.6,Com
IC0809,G,12:42:08.66,+11:45:15.4,Vir
IC0810,G,12:42:09.08,+12:35:48.5,Vir
IC0811,Dup,12:44:47.05,-10:11:52.2,Vir
IC0812,G,12:44:50.86,-04:26:04.6,Vir
IC0813,G,12:45:11.84,+23:02:10.1,Com
IC0814,G,12:45:34.14,-08:05:31.9,Vir
IC0815,G,12:46:22.67,+11:52:35.8,Vir
IC0816,G,12:46:46.34,+09:51:02.0,Vir
IC0817,G,12:46:56.80,+09:51:25.6,Vir
IC0818,G,12:46:44.55,+29:44:07.0,Com
IC0819,Dup,12:46:10.11,+30:43:54.9,Com
IC0820,Dup,12:46:11.24,+30:43:21.9,Com
IC0821,G,12:47:26.16,+29:47:16.0,Com
IC0822,G,12:47:45.57,+30:04:37.9,Com
IC0823,*,12:47:50.86,+27:12:33.0,Com
IC0824,Dup,12:49:41.85,-04:34:47.0,Vir
IC0825,G,12:50:19.17,-05:21:46.8,Vir
IC0826,G,12:51:19.93,+31:03:34.7,Com
IC0827,G,12:51:55.06,+16:16:58.3,Com
IC0828,G,12:52:15.63,-08:07:58.3,Vir
IC0829,G,12:52:27.43,-15:31:06.7,Crv
IC0830,G,12:51:16.52,+53:41:46.7,UMa
IC0831,G,12:52:44.07,+26:28:13.5,Com
IC0832,G,12:53:59.11,+26:26:38.6,Com
IC0833,G,12:56:38.20,-06:44:00.3,Vir
IC0834,G,12:56:18.60,+26:21:32.1,Com
IC0835,G,12:56:52.28,+26:29:15.8,Com
IC0836,G,12:55:54.02,+63:36:44.4,Dra
IC0837,G,12:57:31.21,+26:30:43.8,Com
IC0838,G,12:58:13.57,+26:25:36.8,Com
IC0839,G,12:58:15.05,+28:07:33.3,Com
IC0840,G,12:58:42.03,+10:36:59.4,Vir
IC0841,G,12:59:47.34,+21:48:47.6,Com
IC0842,G,13:00:39.55,+29:01:09.9,Com
IC0843,Dup,13:01:43.37,+29:02:40.8,Com
IC0844,G,13:03:18.22,-30:31:15.9,Cen
IC0845,G,13:04:57.42,+12:04:44.6,Vir
IC0846,G,13:05:21.11,+23:05:44.0,Com
IC0847,Dup,13:05:32.15,+53:41:06.5,UMa
IC0848,G,13:07:01.56,+16:00:25.6,Com
IC0849,G,13:07:38.69,-00:56:32.9,Vir
IC0850,G,13:07:50.23,-00:52:06.4,Vir
IC0851,G,13:08:34.34,+21:02:59.2,Com
IC0852,G,13:07:36.76,+60:09:25.9,UMa
IC0853,G,13:08:41.73,+52:46:27.4,UMa
IC0854,G,13:09:49.97,+24:34:39.2,Com
IC0855,G,13:10:36.90,-04:29:04.3,Vir
IC0856,G,13:10:41.61,+20:32:12.4,Com
IC0857,G,13:13:50.17,+17:04:34.5,Com
IC0858,G,13:14:51.94,+17:13:36.4,Com
IC0859,G,13:14:57.28,+17:13:30.6,Com
IC0860,G,13:15:03.53,+24:37:07.9,Com
IC0861,G,13:15:07.42,+34:19:43.6,CVn
IC0862,G,13:16:15.38,+20:02:51.6,Com
IC0863,G,13:17:12.40,-17:15:16.1,Vir
IC0864,G,13:17:08.49,+20:41:30.2,Com
IC0865,G,13:17:35.49,-05:50:02.0,Vir
IC0866,G,13:17:16.75,+20:41:27.6,Com
IC0867,G,13:17:19.79,+20:38:17.1,Com
IC0868,G,13:17:28.54,+20:36:44.4,Com
IC0869,GPair,13:17:30.76,+20:40:51.9,Com
IC0869 NED01,G,13:17:29.96,+20:41:03.1,Com
IC0869 NED02,G,13:17:31.64,+20:40:39.3,Com
IC0870,G,13:17:30.90,+20:36:00.4,Com
IC0871,G,13:17:58.66,+04:24:12.3,Vir
IC0872,G,13:17:01.60,+06:21:25.5,Vir
IC0873,G,13:18:16.28,+04:27:51.5,Vir
IC0874,G,13:19:00.52,-27:37:42.8,Hya
IC0875,G,13:17:07.57,+57:32:22.0,UMa
IC0876,G,13:18:34.58,+04:29:10.7,Vir
IC0877,Other,13:17:57.37,+06:04:55.4,Vir
IC0878,Other,13:18:00.36,+06:07:13.5,Vir
IC0879,G,13:19:40.57,-27:25:44.3,Hya
IC0880,Other,13:18:07.36,+06:06:43.6,Vir
IC0881,G,13:19:56.35,+15:51:01.9,Com
IC0882,G,13:20:06.94,+15:53:53.3,Com
IC0883,G,13:20:35.34,+34:08:22.2,CVn
IC0884,Other,13:21:54.91,-12:43:47.0,Vir
IC0885,G,13:22:30.92,+21:18:59.1,Com
IC0886,G,13:23:57.49,-04:23:43.6,Vir
IC0887,Other,13:24:11.94,-12:27:37.5,Vir
IC0888,Dup,13:24:51.41,+13:44:16.3,Vir
IC0889,G,13:26:37.54,+11:52:10.2,Vir
IC0890,G,13:28:25.59,-16:05:32.4,Vir
IC0891,G,13:29:59.92,+00:18:18.4,Vir
IC0892,G,13:31:45.88,-02:42:47.0,Vir
IC0893,G,13:31:47.38,-02:36:41.8,Vir
IC0894,G,13:32:04.82,+17:02:56.3,Com
IC0895,Dup,13:42:08.34,+35:39:15.2,CVn
IC0896,G,13:34:10.22,+04:52:06.5,Vir
IC0897,G,13:34:19.45,+17:50:53.0,Com
IC0898,G,13:34:09.41,+13:16:51.0,Vir
IC0899,G,13:34:59.46,-08:05:29.9,Vir
IC0900,G,13:34:43.01,+09:20:12.7,Vir
IC0901,G,13:35:42.40,+13:19:51.3,Vir
IC0902,G,13:36:01.22,+49:57:39.0,UMa
IC0903,G,13:38:26.07,-00:13:39.5,Vir
IC0904,G,13:38:32.21,+00:32:24.7,Vir
IC0905,G,13:40:02.93,+23:08:34.7,Boo
IC0906,G,13:40:09.99,+23:20:27.9,Boo
IC0907,G,13:39:23.01,+51:03:03.8,UMa
IC0908,G,13:41:18.94,-04:20:39.1,Vir
IC0909,G,13:40:51.16,+24:28:23.8,Boo
IC0910,G,13:41:07.86,+23:16:55.4,Boo
IC0911,G,13:41:25.37,+23:14:50.9,Boo
IC0912,G,13:41:28.86,+23:14:43.6,Boo
IC0913,G,13:41:29.66,+23:10:01.0,Boo
IC0914,G,13:41:40.61,+23:11:20.5,Boo
IC0915,G,13:43:27.35,-17:19:58.1,Vir
IC0916,G,13:42:38.15,+24:27:54.2,Boo
IC0917,*,13:42:31.25,+55:38:12.9,UMa
IC0918,G,13:42:37.81,+55:31:46.4,UMa
IC0919,G,13:42:47.50,+55:31:17.0,UMa
IC0920,G,13:45:24.67,-12:34:27.0,Vir
IC0921,G,13:43:08.00,+55:39:04.4,UMa
IC0922,G,13:42:56.36,+55:36:14.0,UMa
IC0923,G,13:43:14.19,+55:36:11.3,UMa
IC0924,G,13:45:37.59,-12:27:18.3,Vir
IC0925,G,13:43:16.10,+55:36:56.9,UMa
IC0926,G,13:43:39.27,+55:37:53.5,UMa
IC0927,G,13:45:52.39,-12:27:52.2,Vir
IC0928,G,13:43:48.00,+55:34:04.3,UMa
IC0929,G,13:43:45.02,+55:38:01.6,UMa
IC0930,G,13:43:45.55,+55:38:47.5,UMa
IC0931,G,13:43:49.19,+55:37:26.3,UMa
IC0932,G,13:43:51.20,+55:38:48.3,UMa
IC0933,G,13:45:16.16,+23:13:08.2,Boo
IC0934,G,13:43:52.39,+55:39:24.5,UMa
IC0935,Dup,13:43:52.39,+55:39:24.5,UMa
IC0936,G,13:44:08.55,+55:42:22.0,UMa
IC0937,G,13:44:28.93,+55:37:48.7,UMa
IC0938,G,13:44:31.25,+55:37:38.6,UMa
IC0939,G,13:47:43.13,+03:24:41.3,Vir
IC0940,G,13:47:57.71,+03:26:58.7,Vir
IC0941,G,13:48:35.64,+24:00:54.3,Boo
IC0942,G,13:47:41.14,+56:37:17.7,UMa
IC0943,G,13:50:32.13,+03:11:39.0,Vir
IC0944,G,13:51:30.87,+14:05:32.0,Boo
IC0945,G,13:47:07.80,+72:04:13.4,UMi
IC0946,G,13:52:08.36,+14:06:58.4,Boo
